adsh,cik,name,sic,afs,form,period,fy,fp,filed,sec_zip,accounts_receivable,capex,cash_equivalents,cash_flow_financing,cash_flow_investing,cash_flow_operating,cost_of_revenue,current_assets,current_liabilities,depreciation_amortization,eps_basic,eps_diluted,gross_profit,inventory,long_term_debt,net_income,noncurrent_liabilities,operating_income,ppe_net,pretax_income,r_and_d_expense,retained_earnings,sg_and_a,shares_outstanding,short_term_debt,total_assets,total_equity,total_liabilities,total_revenue,wavg_shares_basic,wavg_shares_diluted,ticker,firm_id,shortname,sec_name,exchange,Sector,Industry,cohort,include_status,notes,ticker_aliases,event_lookup_tickers,duplicate_cik_alias_count,period_date,filed_date,prediction_date,prediction_date_source,calendar_year,calendar_quarter,prediction_year,prediction_quarter,sic_sector,leverage_assets,equity_assets,current_ratio,cash_assets,net_margin,operating_margin,gross_margin,roa,r_and_d_intensity,inventory_assets,receivables_assets,roa_lag1,leverage_assets_lag1,current_ratio_lag1,cash_assets_lag1,net_margin_lag1,operating_margin_lag1,gross_margin_lag1,total_revenue_growth_4obs,total_assets_growth_4obs,cash_equivalents_growth_4obs,total_liabilities_growth_4obs,current_assets_growth_4obs,current_liabilities_growth_4obs,roa_change_4obs,leverage_assets_change_4obs,current_ratio_change_4obs,cash_assets_change_4obs,net_margin_change_4obs,operating_margin_change_4obs,gross_margin_change_4obs,net_income_negative_count_prior_4obs,BAMLH0A0HYM2,FEDFUNDS,GDPC1,GS10,INDPRO,INDPRO_yoy_pct,M2SL,M2SL_yoy_pct,NFCI,UNRATE,USEPUINDXD,VIXCLS,T10Y2Y,T10Y3M,DCOILWTICO,DCOILWTICO_yoy_pct,DTWEXBGS,DTWEXBGS_yoy_pct,CPIAUCSL,CPIAUCSL_yoy_pct,PPIACO,PPIACO_yoy_pct,PAYEMS,PAYEMS_yoy_pct,RSAFS,RSAFS_yoy_pct,HOUST,HOUST_yoy_pct,BUSLOANS,BUSLOANS_yoy_pct,DRTSCILM,high_rate_regime,market_stress_regime,tight_financial_conditions,credit_spread_stress_regime,yield_curve_inversion_regime,inflation_pressure_regime,oil_shock_regime,strong_dollar_regime,demand_slowdown_regime,credit_tightening_regime,crisis_regime,global_event_count,global_event_severity_sum,global_event_banking_stress_count,global_event_banking_stress_severity,global_event_commodity_oil_count,global_event_commodity_oil_severity,global_event_financial_crisis_count,global_event_financial_crisis_severity,global_event_financial_market_count,global_event_financial_market_severity,global_event_geopolitical_war_count,global_event_geopolitical_war_severity,global_event_monetary_inflation_count,global_event_monetary_inflation_severity,global_event_natural_disaster_count,global_event_natural_disaster_severity,global_event_pandemic_count,global_event_pandemic_severity,global_event_political_policy_count,global_event_political_policy_severity,global_event_sovereign_debt_count,global_event_sovereign_debt_severity,global_event_supply_chain_count,global_event_supply_chain_severity,global_event_trade_policy_count,global_event_trade_policy_severity,global_event_names,event_year,event_source_ticker,event_date,event_type,event_label,verification_status,formal_distress_firm,near_distress_firm,days_from_period_to_event,days_to_event,post_event_flag,distress_next_2q,distress_next_4q,distress_next_8q,broad_distress_next_4q,healthy_current,resilient_profitability,failure_pressure_conservative_v2_next_4obs,success_profitability_next_4q,success_resilience_next_4q,success_quality_next_4q,industry_relative_resilience_next_4obs,stress_resilience_next_4obs,recovery_next_4obs,quality_success_cashflow_next_4obs
0000814549-11-000015,814549,EBIX INC,7373,2-ACC,10-Q,20110930,2011.0,Q3,20111109,2011q4,31242000.0,,13941000.0,-30583000.0,-423000.0,22063000.0,8710000.0,54383000.0,50492000.0,1749000.0,0.44,0.41,,,10159000.0,16536000.0,,17954000.0,8718000.0,,4964000.0,121690000.0,,36494467.0,154000.0,381007000.0,305320000.0,75687000.0,42602000.0,37345.0,40449.0,CIK0000814549,CIK0000814549,Ebix,EBIX INC,historical_or_delisted,Technology,SIC 7373.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20230930,CIK0000814549,CIK0000814549,1,2011-09-30,2011-11-09,2011-11-09,filed_date,2011,3,2011,4,Technology,0.1986498935715092,0.8013501064284908,1.0770617127465738,0.0365898789261089,0.388150791042674,0.4214356133514858,,0.0434007774135383,0.1165203511572226,,0.0819984934659993,0.0556898433567409,0.16690257018545,1.6078228177567842,0.0588770327988955,0.5287340005205007,0.4401779165779449,,,,,,,,,,,,,,,0.0,7.48,0.08,17222.583,2.01,95.8485,3.317419578768788,9636.5,9.64273523722836,-0.104,8.6,98.42,36.16,1.76,1.99,95.74,17.848350566223537,90.6991,-0.0035280251989067,227.169,3.451432214581729,201.4,7.298881193393725,132690,1.4845237822086688,383422,6.669077757685349,711,30.458715596330265,1293.2356,8.903298520380742,-5.9,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,CIK0000814549,2023-12-17,bankruptcy,formal_distress,source_verified_2026_05_07,1,0,4461.0,4421.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1,1,,1
0000950123-11-072464,831547,SPECTRUM PHARMACEUTICALS INC,2834,2-ACC,10-Q,20110630,2011.0,Q2,20110804,2011q3,46471000.0,,67049000.0,,,,8130000.0,161190000.0,89209000.0,,0.14,0.12,,9399000.0,,7204000.0,,9917000.0,3050000.0,,7686000.0,-290419000.0,18699000.0,52947221.0,,222676000.0,113854000.0,108822000.0,45362000.0,52257049.0,58265264.0,CIK0000831547,CIK0000831547,Spectrum Pharmaceuticals,SPECTRUM PHARMACEUTICALS INC,historical_or_delisted,Healthcare,SIC 2834.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20230331,CIK0000831547,CIK0000831547,1,2011-06-30,2011-08-04,2011-08-04,filed_date,2011,2,2011,3,Healthcare,0.4887010724101385,0.5112989275898615,1.8068804717012856,0.3011056422784673,0.158811339888012,0.218619108504916,,0.0323519373439436,0.1694369736784092,0.0422093085918554,0.2086933481830103,,,,,,,,,,,,,,,,,,,,,0.0,6.16,0.1,17031.313,2.3,95.2749,2.7992943499441703,9531.0,9.704301384684456,-0.392,9.0,130.12,31.66,2.2,2.45,86.75,14.506335797254488,86.9299,-6.951112081597966,226.106,3.75499603070808,203.2,9.897241752298536,132125,1.3111988651612227,375860,7.63829226663002,585,-2.3372287145242088,1263.0844,6.367680331487913,-21.8,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,1.0,1,1,,1
0000950123-11-092613,831547,SPECTRUM PHARMACEUTICALS INC,2834,2-ACC,10-Q,20110930,2011.0,Q3,20111028,2011q4,47766000.0,39000.0,110293000.0,22411000.0,800000.0,20033000.0,8845000.0,207519000.0,75553000.0,1511000.0,0.38,0.34,,10285000.0,,20255000.0,,18050000.0,2821000.0,,7388000.0,-270164000.0,15811000.0,57403724.0,,265874000.0,173833000.0,92041000.0,51024000.0,53810047.0,59469863.0,CIK0000831547,CIK0000831547,Spectrum Pharmaceuticals,SPECTRUM PHARMACEUTICALS INC,historical_or_delisted,Healthcare,SIC 2834.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20230331,CIK0000831547,CIK0000831547,1,2011-09-30,2011-10-28,2011-10-28,filed_date,2011,3,2011,4,Healthcare,0.346182778308522,0.6538172216914779,2.746667902002568,0.4148318376373771,0.3969700533082471,0.3537550956412668,,0.0761827030849199,0.1447946064597052,0.0386837374094495,0.1796565290325492,0.0323519373439436,0.4887010724101385,1.8068804717012856,0.3011056422784673,0.158811339888012,0.218619108504916,,,,,,,,,,,,,,,0.0,6.85,0.07,17222.583,2.15,95.8568,3.4162150732061747,9584.4,9.30614479266456,-0.102,8.8,123.53,24.53,2.06,2.33,93.32,6.323345106528433,88.6382,-1.4097008417718215,226.75,3.5222681306640524,201.1,7.770632368703101,132553,1.479865258000301,382207,7.296716870429365,610,12.338858195211788,1280.3982,8.031901348949443,-5.9,0,0,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,1.0,1,,,1
0001193125-11-215663,846901,LAKELAND BANCORP INC,6022,2-ACC,10-Q,20110630,2011.0,Q2,20110809,2011q3,,,71665000.0,,,,,,,,0.18,0.18,,,,4858000.0,,,27402000.0,,,-32634000.0,,,,2741335000.0,250568000.0,2490767000.0,,,,CIK0000846901,CIK0000846901,Lakeland Bancorp,LAKELAND BANCORP INC,historical_or_delisted,Financial Services,SIC 6022.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20240331,CIK0000846901,CIK0000846901,1,2011-06-30,2011-08-09,2011-08-09,filed_date,2011,2,2011,3,Financial Services,0.9085963590732252,0.0914036409267747,,0.0261423722383437,,,,0.0017721292727813,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.19,0.1,17031.313,2.3,95.2749,2.7992943499441703,9531.0,9.704301384684456,-0.328,9.0,443.48,35.06,2.01,2.17,79.32,7.991831177671882,87.3919,-7.235849767590452,226.106,3.75499603070808,203.2,9.897241752298536,132125,1.3111988651612227,375860,7.63829226663002,585,-2.3372287145242088,1263.0844,6.367680331487913,-21.8,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0
0001193125-11-304455,846901,LAKELAND BANCORP INC,6022,2-ACC,10-Q,20110930,2011.0,Q3,20111109,2011q4,,760000.0,65258000.0,-8389000.0,-11953000.0,13935000.0,,,,963000.0,0.19,0.19,,,,5106000.0,,,27311000.0,,,-29351000.0,,,,2741768000.0,254898000.0,2486870000.0,,,,CIK0000846901,CIK0000846901,Lakeland Bancorp,LAKELAND BANCORP INC,historical_or_delisted,Financial Services,SIC 6022.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20240331,CIK0000846901,CIK0000846901,1,2011-09-30,2011-11-09,2011-11-09,filed_date,2011,3,2011,4,Financial Services,0.9070315212665696,0.0929684787334303,,0.0238014303179554,,,,0.0018623019890814,,,,0.0017721292727813,0.9085963590732252,,0.0261423722383437,,,,,,,,,,,,,,,,,0.0,7.48,0.08,17222.583,2.01,95.8485,3.317419578768788,9636.5,9.64273523722836,-0.104,8.6,98.42,36.16,1.76,1.99,95.74,17.848350566223537,90.6991,-0.0035280251989067,227.169,3.451432214581729,201.4,7.298881193393725,132690,1.4845237822086688,383422,6.669077757685349,711,30.458715596330265,1293.2356,8.903298520380742,-5.9,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0
0001140361-10-033428,867773,SUNPOWER CORP,3674,1-LAF,10-Q,20100630,2010.0,Q2,20100813,2010q3,199603000.0,,382968000.0,,,,296387000.0,1536083000.0,895401000.0,,-0.07,-0.07,87851000.0,266756000.0,237945000.0,-6216000.0,,-1731000.0,815147000.0,,11206000.0,-107952000.0,78376000.0,,33646000.0,3426640000.0,1464954000.0,1961686000.0,384238000.0,95564.0,95564.0,CIK0000867773,CIK0000867773,Sunpower,SUNPOWER CORP,historical_or_delisted,Technology,SIC 3674.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20230930,CIK0000867773,CIK0000867773,1,2010-06-30,2010-08-13,2010-08-13,filed_date,2010,2,2010,3,Technology,0.5724809142483599,0.4275190857516401,1.7155252227772808,0.1117619592370368,-0.0161774733368381,-0.0045050203259438,0.2286369385641191,-0.0018140218990031,0.0291642159286692,0.0778476875306422,0.058250356033899,,,,,,,,,,,,,,,,,,,,,0.0,6.87,0.19,16872.266,2.7,92.6805,6.968742858593813,8687.9,2.6574500768049125,-0.262,9.5,141.21,26.24,2.14,2.53,75.39,5.617820117680039,94.0457,-0.864902357214703,217.923,1.1501775395112546,184.9,5.6571428571428495,130415,-0.0436875344901555,349188,2.827560617928881,599,2.2184300341296925,1187.4701,-12.873050306569857,-8.8,0,1,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,CIK0000867773,2024-08-05,bankruptcy,formal_distress,source_verified_2026_05_07,1,0,5150.0,5106.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0
0000867773-10-000045,867773,SUNPOWER CORP,3674,1-LAF,10-Q,20100930,2010.0,Q3,20101112,2010q4,265832000.0,4331000.0,281212000.0,-185889000.0,107604000.0,-28881000.0,438060000.0,1410327000.0,645735000.0,,0.21,0.21,112585000.0,285805000.0,0.0,20116000.0,,8188000.0,589690000.0,,13382000.0,-87836000.0,91015000.0,,0.0,2908743000.0,1428498000.0,1480245000.0,550645000.0,95840000.0,105648000.0,CIK0000867773,CIK0000867773,Sunpower,SUNPOWER CORP,historical_or_delisted,Technology,SIC 3674.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20230930,CIK0000867773,CIK0000867773,1,2010-09-30,2010-11-12,2010-11-12,filed_date,2010,3,2010,4,Technology,0.5088950794209045,0.4911049205790955,2.184064670491765,0.0966781871069393,0.0365317037292629,0.0148698344668525,0.204460223919222,0.006915702074745,0.0243024089930899,0.0982572196993684,0.0913906797541068,-0.0018140218990031,0.5724809142483599,1.7155252227772808,0.1117619592370368,-0.0161774733368381,-0.0045050203259438,0.2286369385641191,,,,,,,,,,,,,,1.0,5.75,0.19,16960.864,2.76,92.7709,5.39500875348351,8789.0,3.1936127744510934,-0.442,9.8,77.25,20.61,2.25,2.63,84.89,9.889967637540463,90.1701,-0.8759230005639274,219.59,1.084544776600338,187.7,5.806087936865834,130749,0.5320743981485077,359450,6.560220087098045,545,-7.31292517006803,1187.5082,-7.993414930795262,-10.5,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,CIK0000867773,2024-08-05,bankruptcy,formal_distress,source_verified_2026_05_07,1,0,5058.0,5015.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,,,0
0001193125-09-168937,877890,CITRIX SYSTEMS INC,7372,1-LAF,10-Q,20090630,2009.0,Q2,20090807,2009q3,224184000.0,,294210000.0,,,,44061000.0,952389000.0,719530000.0,,0.23,0.23,348767000.0,9864000.0,,42519000.0,,39726000.0,254025000.0,,75160000.0,1436513000.0,,260379000.0,,2816268000.0,2047838000.0,,392828000.0,181567000.0,184740000.0,CIK0000877890,CIK0000877890,Citrix Systems,CITRIX SYSTEMS INC,historical_or_delisted,Technology,SIC 7372.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20220630,CIK0000877890,CIK0000877890,1,2009-06-30,2009-08-07,2009-08-07,filed_date,2009,2,2009,3,Technology,,0.7271459960486715,1.323626533987464,0.1044680406836281,0.1082382111254798,0.101128229148635,0.8878364067734479,0.0150976398552978,0.1913305568849471,0.003502507573853,0.0796032195799547,,,,,,,,,,,,,,,,,,,,,0.0,8.57,0.16,16326.281,3.59,86.6426,-11.689299172061052,8463.0,8.41938046068309,0.358,9.6,62.29,24.76,2.57,3.7,70.97,-38.543470730862495,94.4692,5.319534391628777,215.445,-1.4838355663267633,175.0,-12.060301507537686,130472,-4.911413807930853,339586,-6.863479159981456,586,-30.56872037914692,1362.9194,-9.91155739806018,31.5,0,0,1,1,0,0,0,1,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001193125-09-223664,877890,CITRIX SYSTEMS INC,7372,1-LAF,10-Q,20090930,2009.0,Q3,20091104,2009q4,237897000.0,16634000.0,300368000.0,-19112000.0,-107253000.0,133872000.0,45418000.0,961265000.0,725534000.0,,0.29,0.29,355624000.0,8793000.0,,53423000.0,,56100000.0,251174000.0,,68865000.0,1489936000.0,,263007000.0,,2913974000.0,2126864000.0,,401042000.0,182531000.0,186334000.0,CIK0000877890,CIK0000877890,Citrix Systems,CITRIX SYSTEMS INC,historical_or_delisted,Technology,SIC 7372.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20220630,CIK0000877890,CIK0000877890,1,2009-09-30,2009-11-04,2009-11-04,filed_date,2009,3,2009,4,Technology,,0.7298843435116442,1.3249068961619992,0.1030784763350668,0.1332104866821928,0.1398855980171653,0.8867500162077787,0.018333382521601,0.1717151819510176,0.0030175286395829,0.081640055813813,0.0150976398552978,,1.323626533987464,0.1044680406836281,0.1082382111254798,0.101128229148635,0.8878364067734479,,,,,,,,,,,,,,0.0,7.55,0.12,16502.754,3.4,88.0221,-5.83001235670767,8517.0,6.104397657904581,0.024,9.9,413.44,27.72,2.66,3.52,80.3,45.629307217990565,92.3725,-8.635162789593576,217.234,1.9145871744709275,177.4,0.3393665158371028,130057,-4.0460082189153095,337321,1.450535040812273,588,-9.815950920245395,1290.6774,-18.121375719463828,14.0,0,1,1,1,0,0,1,0,0,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001432093-11-000516,890447,VERTEX ENERGY INC.,4953,5-SML,10-Q,20110630,2011.0,Q2,20110809,2011q3,2113667.0,,2526326.0,,,,25325275.0,10804262.0,7051828.0,,0.17,0.1,2465585.0,6047649.0,,1410739.0,,1458902.0,101129.0,,,2857588.0,1006683.0,9106404.0,,12863217.0,5811389.0,7051828.0,27790860.0,8535111.0,13937618.0,CIK0000890447,CIK0000890447,Vertex Energy,VERTEX ENERGY INC.,historical_or_delisted,Utilities,SIC 4953.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20240630,CIK0000890447,CIK0000890447,1,2011-06-30,2011-08-09,2011-08-09,filed_date,2011,2,2011,3,Utilities,0.5482165153553734,0.4517834846446266,1.532122167472037,0.1963992366761751,0.0507626968003149,0.0524957486022382,0.0887192767694126,0.109672331579262,,0.4701505851918692,0.1643186925945508,,,,,,,,,,,,,,,,,,,,,0.0,7.19,0.1,17031.313,2.3,95.2749,2.7992943499441703,9531.0,9.704301384684456,-0.328,9.0,443.48,35.06,2.01,2.17,79.32,7.991831177671882,87.3919,-7.235849767590452,226.106,3.75499603070808,203.2,9.897241752298536,132125,1.3111988651612227,375860,7.63829226663002,585,-2.3372287145242088,1263.0844,6.367680331487913,-21.8,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,CIK0000890447,2024-09-24,bankruptcy,formal_distress,source_verified_2026_05_07,1,0,4835.0,4795.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1,1,,0
0001432093-11-000699,890447,VERTEX ENERGY INC.,4953,5-SML,10-Q,20110930,2011.0,Q3,20111101,2011q4,5493475.0,59777.0,1317177.0,1302250.0,-97265.0,-2414134.0,28268785.0,15699515.0,10639356.0,41837.0,0.11,0.06,2032541.0,8766030.0,,1028225.0,,1034818.0,156415.0,,,3885813.0,997723.0,9239398.0,,17813897.0,7174541.0,10639356.0,30301326.0,9187227.0,15851393.0,CIK0000890447,CIK0000890447,Vertex Energy,VERTEX ENERGY INC.,historical_or_delisted,Utilities,SIC 4953.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20240630,CIK0000890447,CIK0000890447,1,2011-09-30,2011-11-01,2011-11-01,filed_date,2011,3,2011,4,Utilities,0.5972503377559666,0.4027496622440334,1.475607640161679,0.073940979899008,0.0339333334785415,0.0341509147157454,0.0670776255798178,0.0577203853822664,,0.492089406377504,0.3083814282747902,0.109672331579262,0.5482165153553734,1.532122167472037,0.1963992366761751,0.0507626968003149,0.0524957486022382,0.0887192767694126,,,,,,,,,,,,,,0.0,7.42,0.08,17222.583,2.01,95.8485,3.317419578768788,9636.5,9.64273523722836,-0.102,8.6,85.57,34.77,1.78,2.0,92.19,8.599363882671685,90.7296,0.6204939331330372,227.169,3.451432214581729,201.4,7.298881193393725,132690,1.4845237822086688,383422,6.669077757685349,711,30.458715596330265,1293.2356,8.903298520380742,-5.9,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,CIK0000890447,2024-09-24,bankruptcy,formal_distress,source_verified_2026_05_07,1,0,4743.0,4711.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1,1,,0
0000898770-11-000005,898770,SHARPS COMPLIANCE CORP,4955,2-ACC,10-Q,20110930,2012.0,Q1,20111103,2011q4,2844000.0,137000.0,18414000.0,25000.0,-172000.0,281000.0,3924000.0,24331000.0,4431000.0,270000.0,-0.02,-0.02,,1943000.0,,-325000.0,,-498000.0,5211000.0,,,3787000.0,2210000.0,15067000.0,,30773000.0,25684000.0,5089000.0,5743000.0,15065.0,15065.0,CIK0000898770,CIK0000898770,Sharpsmpliance,SHARPS COMPLIANCE CORP,historical_or_delisted,Utilities,SIC 4955.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20220331,CIK0000898770,CIK0000898770,1,2011-09-30,2011-11-03,2011-11-03,filed_date,2011,3,2011,4,Utilities,0.1653722419003672,0.8346277580996327,5.491085533739562,0.5983816982419654,-0.056590632073829,-0.0867142608392826,,-0.0105612062522341,,0.0631397653787411,0.0924186787118578,,,,,,,,,,,,,,,,,,,,,0.0,7.25,0.08,17222.583,2.01,95.8485,3.317419578768788,9636.5,9.64273523722836,-0.102,8.6,74.38,30.5,1.85,2.08,94.07,14.259686626988932,90.2961,-0.8935333255771671,227.169,3.451432214581729,201.4,7.298881193393725,132690,1.4845237822086688,383422,6.669077757685349,711,30.458715596330265,1293.2356,8.903298520380742,-5.9,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,,,,,,0,0,,,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0
0000898770-12-000004,898770,SHARPS COMPLIANCE CORP,4955,2-ACC,10-Q,20111231,2012.0,Q2,20120201,2012q1,2600000.0,52000.0,18343000.0,0.0,-82000.0,11000.0,4065000.0,24576000.0,4297000.0,116000.0,0.0,0.0,,2483000.0,,28000.0,,34000.0,4993000.0,,,3815000.0,1997000.0,15096291.0,,30835000.0,25969000.0,4866000.0,6212000.0,15077.0,15404.0,CIK0000898770,CIK0000898770,Sharpsmpliance,SHARPS COMPLIANCE CORP,historical_or_delisted,Utilities,SIC 4955.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20220331,CIK0000898770,CIK0000898770,1,2011-12-31,2012-02-01,2012-02-01,filed_date,2011,4,2012,1,Utilities,0.1578076860710232,0.8421923139289769,5.7193390737724,0.5948759526512081,0.004507405022537,0.0054732775273663,,0.0009080590238365,,0.0805253770066482,0.0843197664991081,-0.0105612062522341,0.1653722419003672,5.491085533739562,0.5983816982419654,-0.056590632073829,-0.0867142608392826,,,,,,,,,,,,,,,1.0,6.54,0.1,17367.01,1.97,97.2435,4.439148449901298,9809.8,10.058003208688149,-0.322,8.3,123.13,18.55,1.64,1.81,97.63,16.698541716471425,90.0963,0.2693248959704908,228.329,2.898178442347388,201.6,2.962206332992845,133509,1.8709416513425392,392310,6.758282876386157,704,36.17021276595744,1344.1778,12.057108887179169,5.4,0,0,0,1,0,0,0,0,0,1,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0,,,0
0001104659-11-044054,912752,SINCLAIR BROADCAST GROUP INC,4833,2-ACC,10-Q,20110630,2011.0,Q2,20110805,2011q3,118614000.0,,50531000.0,,,,,246584000.0,177567000.0,,0.23,0.23,,,1141405000.0,18579000.0,,57558000.0,277581000.0,30852000.0,,-757319000.0,30192000.0,,,1497298000.0,-143152000.0,1632605000.0,186587000.0,80912000.0,81169000.0,CIK0000912752,CIK0000912752,Sinclair Broadcast,SINCLAIR BROADCAST GROUP INC,historical_or_delisted,Communication Services,SIC 4833.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20230331,CIK0000912752,CIK0000912752,1,2011-06-30,2011-08-05,2011-08-05,filed_date,2011,2,2011,3,Communication Services,1.0903674485640134,-0.0956068865382843,1.3886814554506186,0.0337481249557536,0.099572853414225,0.3084780826102569,,0.0124083515773079,,,0.0792186992836429,,,,,,,,,,,,,,,,,,,,,0.0,6.24,0.1,17031.313,2.3,95.2749,2.7992943499441703,9531.0,9.704301384684456,-0.328,9.0,189.76,32.0,2.3,2.57,86.89,15.25401246849716,87.1084,-6.708120965729513,226.106,3.75499603070808,203.2,9.897241752298536,132125,1.3111988651612227,375860,7.63829226663002,585,-2.3372287145242088,1263.0844,6.367680331487913,-21.8,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0
